16
5.02728|5.87272|0.644321|1.25568|0|0.918326
21.9691|22.7309|1.50672|1.99328|0|0.710819
22.4919|23.4081|1.57564|2.12436|0|0.767708
9.10573|10.3943|2.39129|3.10871|0|0.643867
21.3755|22.9245|2.54657|3.15343|0|1.28638
17.8965|19.0035|2.9736|3.3264|0|1.38137
9.78082|10.5192|3.07639|3.62361|0|0.911672
15.4115|16.4885|3.41579|4.08421|0|0.730329
3.58727|4.71273|3.85428|4.44572|0|0.841872
1.40936|2.09064|4.47597|5.02403|0|1.11402
7.17887|8.52113|4.88538|5.61462|0|0.874993
17.0983|18.0017|5.97922|6.52078|0|1.18045
5.709|6.791|6.2304|6.6696|0|1.46439
2.42596|3.27404|6.83409|7.26591|0|0.9113
16.7867|17.5133|6.77707|7.32293|0|1.01028
12.6898|14.0102|7.50252|7.99748|0|0.856716
